,formatted_address,name,place_id,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,opening_hours.open_now,permanently_closed,0,1,2,store_name
1860,"Rüegsaustrasse 26, 3415 Rüegsau, Switzerland",Coop Supermarkt Hasle Rüegsau,ChIJJ9iEPbgyjkcRBGa8a67MSIM,4.2,199.0,47.0180296,7.660355099999999,True,,Rüegsaustrasse 26, 3415 Rüegsau, Switzerland,coop
1863,"Ziegelgutstrasse 16, 3414 Oberburg, Switzerland",ALDI SUISSE,ChIJoSHkoYgyjkcRrB8b8M08RD4,4.0,532.0,47.0280436,7.633563499999999,True,,Ziegelgutstrasse 16, 3414 Oberburg, Switzerland,aldi
1864,"Dorfstrasse 29, 3432 Lützelflüh, Switzerland",Coop Supermarkt Lützelflüh,ChIJg6RR1STNj0cRHqJ6BZqDRQ8,4.3,145.0,47.0053489,7.6844625,True,,Dorfstrasse 29, 3432 Lützelflüh, Switzerland,coop
1865,"Schulstrasse 1, 3414 Oberburg, Switzerland",Spar express,ChIJG4_zM4czjkcR_JYHQiLLSwQ,0.0,0.0,47.0360279,7.629128299999999,True,,Schulstrasse 1, 3414 Oberburg, Switzerland,spar
1866,"Emmentalstrasse 166, 3414 Oberburg, Switzerland",migrolino Oberburg,ChIJb8aw34YyjkcRxDTN1l4KH2g,4.3,98.0,47.0324439,7.632626399999999,True,,Emmentalstrasse 166, 3414 Oberburg, Switzerland,migro
1867,"Bahnhofstrasse 44, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Take it,ChIJAS53vqItjkcRAkrbKJdXzSI,5.0,3.0,47.0606194,7.620771999999999,True,,Bahnhofstrasse 44, 3400 Burgdorf, Switzerland,coop
1870,"Bahnhofstrasse 7, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Stadt,ChIJMUCRsJgtjkcRa8BRJRU6B08,4.0,327.0,47.05906290000001,7.622882799999999,True,,Bahnhofstrasse 7, 3400 Burgdorf, Switzerland,coop
1871,"Lyssachstrasse 27, 3400 Burgdorf, Switzerland",Migros Supermarkt,ChIJg7G3mr0tjkcR0CStmpOH2Us,4.4,494.0,47.0590812,7.6210778,True,,Lyssachstrasse 27, 3400 Burgdorf, Switzerland,migro
1872,"Lyssachstrasse 23, 3400 Burgdorf, Switzerland",Lidl Schweiz,ChIJ163SWJQtjkcRhVS5lVTLTEk,4.1,131.0,47.0588871,7.621827599999999,True,,Lyssachstrasse 23, 3400 Burgdorf, Switzerland,lidl
1875,"Bernstrasse 31, 3400 Burgdorf, Switzerland",Denner Discount,ChIJbx4bKJEtjkcRA_n97ItDCq4,4.4,229.0,47.0531217,7.620208499999999,True,,Bernstrasse 31, 3400 Burgdorf, Switzerland,denner
1876,"Bahnhofstrasse 44, 3400 Burgdorf, Switzerland",Coop Supermarkt Burgdorf Bahnhof,ChIJ4_wssr0tjkcRptmMf1MhMQ8,4.3,149.0,47.0605858,7.6222053,True,,Bahnhofstrasse 44, 3400 Burgdorf, Switzerland,coop
1877,"Hauptstrasse 19, 4542 Luterbach, Switzerland",Coop Supermarkt Luterbach,ChIJVVVVVTTWkUcRbtqC2QzJLEo,3.9,182.0,47.2160111,7.5870968,True,,Hauptstrasse 19, 4542 Luterbach, Switzerland,coop
1878,"Blümlisalpstrasse 1, 4562 Biberist, Switzerland",SPAR Supermarkt Biberist,ChIJ00Ot36wpjkcR6CZFBEMYVlo,4.4,81.0,47.1871575,7.556159399999999,True,,Blümlisalpstrasse 1, 4562 Biberist, Switzerland,spar
1882,"Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland",Migros Supermarkt,ChIJb-z7wnowjkcRNa27TAxvSpQ,4.5,843.0,47.0168401,7.491994099999999,True,,Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland,migro
1883,"Zentrumspl. 12, 3322 Urtenen-Schönbühl, Switzerland",Coop Supermarkt Schönbühl Dorf,ChIJB-sfSm4wjkcR_sbHj6hiKvE,4.1,130.0,47.02041870000001,7.4980361,True,,Zentrumspl. 12, 3322 Urtenen-Schönbühl, Switzerland,coop
1884,"Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland",Denner Discount,ChIJp0xfYHowjkcRNFCeHRJCfnQ,4.2,146.0,47.0164042,7.4933251,True,,Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland,denner
1886,"Zentrum 34, 3322 Urtenen-Schönbühl, Switzerland",Denner Discount,ChIJoYx3sG8wjkcRaEel3I71JsE,4.4,182.0,47.0207989,7.500323400000001,True,,Zentrum 34, 3322 Urtenen-Schönbühl, Switzerland,denner
1887,"Sandstrasse, 3322 Urtenen-Schönbühl, Switzerland",Coop,ChIJCSEeq2gwjkcRxSpVpLxrHc0,0.0,0.0,47.01771000000001,7.501665300000001,,,Sandstrasse, 3322 Urtenen-Schönbühl, Switzerland,coop
1888,"Dorfstrasse 27, 3324 Hindelbank, Switzerland",Migrol Tankstelle,ChIJK_sJ_SoujkcRMM7xzmV0_DY,4.4,13.0,47.0464211,7.5410844,True,,Dorfstrasse 27, 3324 Hindelbank, Switzerland,migro
1890,"Hauptstrasse 44, 4562 Biberist, Switzerland",Coop Supermarkt Biberist,ChIJy71lhjcojkcRHaZ98_UwIB4,4.3,770.0,47.1817893,7.563162299999998,True,,Hauptstrasse 44, 4562 Biberist, Switzerland,coop
1899,"Lyssachstrasse 27 Einkaufszentrum Neumarkt, 3400 Burgdorf, Switzerland",Denner Discount,ChIJFRw-jr0tjkcRKqMdCPjv2DM,4.0,10.0,47.0593151,7.6207422,True,,Lyssachstrasse 27 Einkaufszentrum Neumarkt, 3400 Burgdorf, Switzerland,denner
1906,"Friedhofstrasse 1, 4563 Gerlafingen, Switzerland",Migros Supermarkt,ChIJSauL5rIpjkcR7hna9iD5Um0,4.1,250.0,47.1710821,7.5742067,True,,Friedhofstrasse 1, 4563 Gerlafingen, Switzerland,migro
1907,"Länggasse 17, 3326 Krauchthal, Switzerland",Volg,ChIJKadeYIMxjkcRG-U2Hpm9TOE,4.4,90.0,47.0081414,7.5656056,True,,Länggasse 17, 3326 Krauchthal, Switzerland,volg
1914,"Bernstrasse 50, 3422 Rüdtligen-Alchenflüh, Switzerland",Coop Pronto Shop mit Tankstelle Alchenflüh Lyssach Center,ChIJTbnvEGEujkcRLWt8W1qfS9Y,4.2,153.0,47.077893,7.574497999999999,True,,Bernstrasse 50, 3422 Rüdtligen-Alchenflüh, Switzerland,coop
1917,"Kirchbergstrasse 229, 3400 Burgdorf, Switzerland",Denner Discount,ChIJL8Ili9otjkcR-Qq1PnMom0c,4.4,148.0,47.0684349,7.6009759,True,,Kirchbergstrasse 229, 3400 Burgdorf, Switzerland,denner
1920,"Emmentalstrasse 124, 3414 Oberburg, Switzerland",Coop Pronto Shop mit Tankstelle Oberburg,ChIJVd8kn4AyjkcRIfrwkgO4WgY,4.1,185.0,47.0343536,7.631001299999999,True,,Emmentalstrasse 124, 3414 Oberburg, Switzerland,coop
1922,"Emmentalstrasse 166, 3414 Oberburg, Switzerland",Migrol Service,ChIJGcX02IYyjkcRWi7K-kb4PmE,4.5,61.0,47.032497,7.632644000000001,True,,Emmentalstrasse 166, 3414 Oberburg, Switzerland,migro
1929,"Bahnhofstrasse 8, 4563 Gerlafingen, Switzerland",ALDI SUISSE,ChIJUdxAT4gpjkcRsBpGri04sow,4.3,383.0,47.1711701,7.567474900000001,True,,Bahnhofstrasse 8, 4563 Gerlafingen, Switzerland,aldi
1937,"Dorfstrasse 65, 3365 Seeberg, Switzerland",Volg Seeberg,ChIJ0bttmP0qjkcR_qM-ywrOyHw,4.5,65.0,47.1542792,7.670646499999999,True,,Dorfstrasse 65, 3365 Seeberg, Switzerland,volg
1938,"Grand-Rue 10, 2606 Corgémont, Switzerland",Denner Satellit,ChIJPT4XUO68jkcR4iT6iWIY2n8,4.4,49.0,47.1945432,7.1446111,True,,Grand-Rue 10, 2606 Corgémont, Switzerland,denner
1940,"Rue de la Gare 7, 2605 Sonceboz-Sombeval, Switzerland",Coop Supermarché Sonceboz,ChIJBWJqihcdjkcRpS3iwtVnYyg,3.9,170.0,47.1951084,7.1779292,False,,Rue de la Gare 7, 2605 Sonceboz-Sombeval, Switzerland,coop
1943,"Rue Haute 11, 2720 Tramelan, Switzerland",Coop Supermarché Tramelan,ChIJa8E_6HACjkcR8tln_eOXg3w,3.7,159.0,47.22356629999999,7.0990283,True,,Rue Haute 11, 2720 Tramelan, Switzerland,coop
1944,"Fleur de Lys 2, 2608 Courtelary, Switzerland",Volg,ChIJXwAqrXMDjkcRla8qObCo9qc,5.0,7.0,47.1784172,7.0728998,True,,Fleur de Lys 2, 2608 Courtelary, Switzerland,volg
1945,"Rue de la Communance 28, 2362 Montfaucon, Switzerland",Volg Detailhandels AG,ChIJR_O94-3-kUcREPXDpEtQ0yM,4.1,66.0,47.2820992,7.0510752,True,,Rue de la Communance 28, 2362 Montfaucon, Switzerland,volg
1946,"Rue du Bruye 50, 2732 Reconvilier, Switzerland",Coop Supermarché Reconvilier,ChIJRXHNwnzikUcRFcXf3hHvaMU,4.0,435.0,47.2307277,7.212424099999999,True,,Rue du Bruye 50, 2732 Reconvilier, Switzerland,coop
1948,"Rue Albert-Gobat 1, 2720 Tramelan, Switzerland",Supermarché Migros,ChIJ5-O5vnACjkcRoBaoFAaLMF8,4.1,110.0,47.22339170000001,7.0997327,True,,Rue Albert-Gobat 1, 2720 Tramelan, Switzerland,migro
1949,"Rue de la Gare 22, 2720 Tramelan, Switzerland",Denner Partner,ChIJU_gL6XsCjkcRZaZUX6z8dzk,4.1,56.0,47.2231893,7.105785999999999,True,,Rue de la Gare 22, 2720 Tramelan, Switzerland,denner
1950,"Pleine-Eau 5, 2710 Tavannes, Switzerland",ALDI SUISSE,ChIJ75Ha0XodjkcRgkjccEayCLM,4.0,533.0,47.2156835,7.192976799999999,True,,Pleine-Eau 5, 2710 Tavannes, Switzerland,aldi
1951,"Rte de Pierre Pertuis 11, 2710 Tavannes, Switzerland",Supermarché Migros,ChIJaZSFXXwdjkcR8YPue9RD61Q,4.1,352.0,47.2192623,7.197643200000001,True,,Rte de Pierre Pertuis 11, 2710 Tavannes, Switzerland,migro
1952,"Rue de la Rauracie 21, 2340 Le Noirmont, Switzerland",Coop Supermarché Noirmont,ChIJjzyhw-7_jUcR0Nmz2tUFueU,4.0,113.0,47.223441,6.956062299999999,True,,Rue de la Rauracie 21, 2340 Le Noirmont, Switzerland,coop
1953,"Rue des Rangiers 4, 2350 Saignelégier, Switzerland",Coop Supermarché Saignelégier,ChIJHUDU75T_kUcR6_8isdJMUb8,4.1,272.0,47.25697659999999,6.999777799999999,True,,Rue des Rangiers 4, 2350 Saignelégier, Switzerland,coop
1957,"Grand-Rue 27, 2608 Courtelary, Switzerland",Denner Satellit,ChIJZzI3l8cDjkcRX5ilciAhH4Q,4.2,117.0,47.1759658,7.0671709,True,,Grand-Rue 27, 2608 Courtelary, Switzerland,denner
1958,"Pl. du Seize-Mars 1, 2610 Saint-Imier, Switzerland",Coop Supermarché Saint-Imier,ChIJuzlaaioHjkcRsIA11iqmowI,4.0,392.0,47.1535141,6.999858100000001,True,,Pl. du Seize-Mars 1, 2610 Saint-Imier, Switzerland,coop
1959,"Rue Principale 29, 2613 Villeret, Switzerland",Volg,ChIJ83VjfsoBjkcRJIFFNAB89KQ,5.0,7.0,47.157032,7.017754099999999,True,,Rue Principale 29, 2613 Villeret, Switzerland,volg
1960,"Rue de la Gare 24, 2345 Les Breuleux, Switzerland",Coop Supermarché Les Breuleux,ChIJ5SYKUE8AjkcRiVWGllxJHXA,4.2,87.0,47.2096184,6.999917600000001,True,,Rue de la Gare 24, 2345 Les Breuleux, Switzerland,coop
1961,"Rue Baptiste-Savoye 62, 2610 Saint-Imier, Switzerland",Supermarché Migros,ChIJ5Ucosy4HjkcRTJvvSMEFnWk,3.9,213.0,47.151526,6.995280999999999,True,,Rue Baptiste-Savoye 62, 2610 Saint-Imier, Switzerland,migro
1962,"Rue Baptiste-Savoye 62, 2610 Saint-Imier, Switzerland",Denner Partner,ChIJPwzxTCkHjkcRc8spibRMwoY,3.9,115.0,47.1516184,6.995104599999999,True,,Rue Baptiste-Savoye 62, 2610 Saint-Imier, Switzerland,denner
1964,"Rue Laurent-Péroud 9, 2088 Cressier, Switzerland",Volg,ChIJGR_4JNgPjkcR-GVvy_LqPek,4.6,32.0,47.0511126,7.036183599999999,True,,Rue Laurent-Péroud 9, 2088 Cressier, Switzerland,volg
1974,"Rue du Marché-Concours 2, 2350 Saignelégier, Switzerland",Denner Satellit,ChIJeX5Tq5T_kUcRzP0yv9kPiwk,4.0,110.0,47.255214,6.997390999999999,True,,Rue du Marché-Concours 2, 2350 Saignelégier, Switzerland,denner
1976,"Rue de la Gruère 23, 2350 Saignelégier, Switzerland",Supermarché Migros,ChIJLfuh0Or_kUcRy-9fd5fZ44Q,4.1,187.0,47.25443,7.000641,True,,Rue de la Gruère 23, 2350 Saignelégier, Switzerland,migro
1977,"Rue de la Gare 22, 2720 Tramelan, Switzerland",Denner Partenaire,ChIJk-0W7nsCjkcRSqO11WlTjdA,3.9,51.0,47.22312729999999,7.105936799999999,True,,Rue de la Gare 22, 2720 Tramelan, Switzerland,denner
1980,"Grand-Rue 64, 2732 Reconvilier, Switzerland",Lidl,ChIJJ74BcmzikUcRXcWpI98HQsw,4.2,440.0,47.2347853,7.2290907,True,,Grand-Rue 64, 2732 Reconvilier, Switzerland,lidl
1990,"Rue du Premier-Mars 27, 2206 Les Geneveys-sur-Coffrane, Switzerland",Volg,ChIJeVXFU-fjjUcRqvoEzEQ-_mw,4.4,87.0,47.01465990000001,6.850223499999999,True,,Rue du Premier-Mars 27, 2206 Les Geneveys-sur-Coffrane, Switzerland,volg
1992,"Av. Robert 12, 2052 Fontainemelon, Switzerland",Coop Supermarché Fontainemelon,ChIJUajk4eTijUcR6YTkoM7sQYw,4.2,462.0,47.0575041,6.893303,True,,Av. Robert 12, 2052 Fontainemelon, Switzerland,coop
1993,"Rue Guillaume-Triponez 15, 2336 Les Bois, Switzerland",Denner Express,ChIJXXwc9o7-jUcRUkV0Hu6NqA0,4.4,60.0,47.1759338,6.904176,True,,Rue Guillaume-Triponez 15, 2336 Les Bois, Switzerland,denner
1994,"de-Fds 1, Rue de la Charrière 65, 2300 La Chaux-de-Fonds, Switzerland",Denner Discount,ChIJtx-FhCj7jUcRjUTzonKZKSo,4.3,31.0,47.11193069999999,6.8346775,True,,de-Fds 1, Rue de la Charrière 65, 2300 La Chaux-de-Fonds,denner
1995,"Rue de la Charrière 71, 2300 La Chaux-de-Fonds, Switzerland",Migros Supermarkt,ChIJ42AG9bL7jUcRB3fwvm6xY6s,4.4,47.0,47.1120758,6.8346939,True,,Rue de la Charrière 71, 2300 La Chaux-de-Fonds, Switzerland,migro
1996,"MM Les Eplatures, de-Fds 1 CH, Av. Charles-Naine 44, 2300 La Chaux-de-Fonds, Switzerland",Denner Discount,ChIJ69KLq9TkjUcR2T4r4x-qUCw,4.2,66.0,47.0898604,6.8030485,True,,MM Les Eplatures, de-Fds 1 CH, Av. Charles-Naine 44,denner
1997,"Rue du Ravin 4, 2300 La Chaux-de-Fonds, Switzerland",Coop Supermarché La Chaux-de-Fonds Bel-Air,ChIJG8ng5mr7jUcRWlWnB7G-jDY,4.2,222.0,47.1105904,6.828929599999999,True,,Rue du Ravin 4, 2300 La Chaux-de-Fonds, Switzerland,coop
2000,"Rouges-Terres 22-24, 2068 Hauterive, Switzerland",migrolino,ChIJhyItcXAJjkcRdR9NXgOKhh4,4.3,56.0,47.011909,6.9759823,True,,Rouges-Terres 22-24, 2068 Hauterive, Switzerland,migro
2002,"Rte de la Belle-Croix 18, 1680 Romont, Switzerland",Coop Supermarché Romont,ChIJlS8GGbV-jkcRKQ-h69IF-r4,4.2,585.0,46.6928806,6.9138411,True,,Rte de la Belle-Croix 18, 1680 Romont, Switzerland,coop
2003,"Rte de la Gare 7, 1680 Romont, Switzerland",Migros,ChIJ5TH3OzRljEcRQrLQMuMBcXY,4.0,264.0,46.6932063,6.912556899999999,True,,Rte de la Gare 7, 1680 Romont, Switzerland,migro
2004,"Rte de l'Industrie 7, 1680 Romont, Switzerland",ALDI,ChIJKfcppMl-jkcRIe1ns9oXrrc,4.1,508.0,46.6873745,6.9082877,True,,Rte de l'Industrie 7, 1680 Romont, Switzerland,aldi
2005,"Rte de la Gare 7, 1680 Romont, Switzerland",Denner Discount,ChIJsfhB2K0Wm0cRFFhr6x798GY,4.4,79.0,46.69312439999999,6.9125891,True,,Rte de la Gare 7, 1680 Romont, Switzerland,denner
2008,"Rue Centrale 15, 2738 Court, Switzerland",Volg,ChIJvbs6XG7gkUcRYcrqJE-aT9Q,4.3,33.0,47.2403191,7.338575700000001,True,,Rue Centrale 15, 2738 Court, Switzerland,volg
2009,"Boulevard des Sports 20, 2504 Biel, Switzerland",Denner Discount,ChIJAUsuHd8ejkcRuD80G4nrszA,4.1,22.0,47.1563314,7.2835141,True,,Boulevard des Sports 20, 2504 Biel, Switzerland,denner
2014,"LES EPLATURES, Av. Charles-Naine 44, 2300 La Chaux-de-Fonds, Switzerland",Migros Supermarkt,ChIJHdaE5i37jUcRNtLwj0V-XvM,4.1,515.0,47.0896919,6.8027446,True,,LES EPLATURES, Av. Charles-Naine 44, 2300 La Chaux-de-Fonds,migro
2017,"Rue H.F. Sandoz 14, 2710 Tavannes, Switzerland",Denner Partner,ChIJh3HOEHwdjkcR_Aq6VmBH-ZM,4.0,171.0,47.2190966,7.1990359,True,,Rue H.F. Sandoz 14, 2710 Tavannes, Switzerland,denner
2023,"Rue Comble Emine 5, 2053 Cernier, Switzerland",Migros Supermarkt,ChIJtQPTge7ijUcR0PH6pXhp2iA,4.2,371.0,47.0581573,6.9020986,True,,Rue Comble Emine 5, 2053 Cernier, Switzerland,migro
2028,"Rue Principale 3, 2735 Malleray-Bévilard, Switzerland",Coop Supermarché Bévilard-Malleray,ChIJ9WqW05ThkUcRCG9_9tTTtyQ,4.0,171.0,47.2379137,7.278099600000001,True,,Rue Principale 3, 2735 Malleray-Bévilard, Switzerland,coop
2029,"Gampelengasse 1, 3232 Ins, Switzerland",Coop Supermarkt Ins,ChIJbQ4vEx0OjkcR9tkVwxZasCw,4.3,371.0,47.00549789999999,7.1034044,True,,Gampelengasse 1, 3232 Ins, Switzerland,coop
2031,"Moosgasse 7, 3232 Ins, Switzerland",VOI Migros-Partner Ins,ChIJo6GR0eIRjkcR30iIMdSuerU,4.2,223.0,47.0040743,7.1070357,True,,Moosgasse 7, 3232 Ins, Switzerland,migro
2033,"Kasparstrasse 7, 3027 Bern, Switzerland",Coop Supermarkt Bern Bethlehem,ChIJh8AJMDw5jkcRjhg-do37zwA,4.3,162.0,46.9507132,7.3921703,True,,Kasparstrasse 7, 3027 Bern, Switzerland,coop
2035,"Hauptstrasse 50, 2576 Lüscherz, Switzerland",Denner Satellit,ChIJK7GDCSARjkcRcS9Z0T_8BME,4.2,110.0,47.0466491,7.150301400000001,True,,Hauptstrasse 50, 2576 Lüscherz, Switzerland,denner
2036,"Bernstrasse 7, 3238 Gals, Switzerland",ALDI SUISSE,ChIJL7vc3-sOjkcR2mTCPZamrrk,3.9,667.0,47.0214754,7.0433352,False,,Bernstrasse 7, 3238 Gals, Switzerland,aldi
2037,"Brüggstrasse 5, 2503 Biel, Switzerland",Denner Discount,ChIJl-scME4ZjkcRVDP7Vcky4Vw,4.1,60.0,47.131881,7.252637999999999,True,,Brüggstrasse 5, 2503 Biel, Switzerland,denner
2038,"Hauptstrasse 87, 2563 Ipsach, Switzerland",migrolino Ipsach,ChIJUx65GTwZjkcRfZDlRLSlB5o,4.2,66.0,47.1085625,7.226127099999998,True,,Hauptstrasse 87, 2563 Ipsach, Switzerland,migro
2039,"Zürcherstrasse 205, 9014 St. Gallen, Switzerland",migrolino St. Gallen Erlach,ChIJv0NsSSbgmkcR9b0wirpo4vQ,4.3,53.0,47.4118108,9.3361181,True,,Zürcherstrasse 205, 9014 St. Gallen, Switzerland,migro
2041,"Rue du Lac 26, 2525 Le Landeron, Switzerland",Coop Supermarché Le Landeron rue du Lac,ChIJ4T_cMnUPjkcRI5Oi77Km2Yw,4.2,295.0,47.0547189,7.068110300000001,True,,Rue du Lac 26, 2525 Le Landeron, Switzerland,coop
2042,"Rte de Neuchâtel 40, 2525 Le Landeron, Switzerland",Migros Supermarkt,ChIJLSFnv3IPjkcRd52-_nitX4Y,4.0,317.0,47.0563422,7.0608542,True,,Rte de Neuchâtel 40, 2525 Le Landeron, Switzerland,migro
2045,"Rte du Postillon 9, 1784 Courtepin, Switzerland",Volg,ChIJFcM0L1JsjkcRoubI5AHDEjY,4.4,63.0,46.8680029,7.122953099999999,True,,Rte du Postillon 9, 1784 Courtepin, Switzerland,volg
2046,"Schulgasse 4, 2560 Nidau, Switzerland",Coop Supermarkt Nidau,ChIJ7ZriJV0ZjkcRWz_AluYVr4Q,4.0,253.0,47.1247503,7.239809999999999,True,,Schulgasse 4, 2560 Nidau, Switzerland,coop
2047,"Le Ctre 10, 1784 Courtepin, Switzerland",Denner Express,ChIJq6t7M05sjkcRM8jmdwfSxOA,4.4,102.0,46.865051,7.125273,True,,Le Ctre 10, 1784 Courtepin, Switzerland,denner
2049,"Bernstrasse 13, 3238 Gals, Switzerland",Denner Discount,ChIJV7rc3-sOjkcRmnFCXD3XxHA,4.3,289.0,47.0198546,7.041693200000001,True,,Bernstrasse 13, 3238 Gals, Switzerland,denner
2050,"Bernstrasse 11, 3238 Gals, Switzerland",Coop Pronto Shop mit Tankstelle Gals,ChIJfRymAOsOjkcRDYkEeQa4wL4,4.2,320.0,47.0202095,7.0419196,True,,Bernstrasse 11, 3238 Gals, Switzerland,coop
2051,"Via Val Gersa 4, 6900 Massagno, Switzerland",ALDI SUISSE,ChIJ0Z8f-XAzhEcRBImzaXnSfwc,4.3,83.0,46.01508,8.9409035,True,,Via Val Gersa 4, 6900 Massagno, Switzerland,aldi
2053,"Rue Saint-Martin 3/5, 1000 Lausanne, Switzerland",ALDI,ChIJEfE7ATQujEcR9a3grdltbMg,3.9,988.0,46.5215877,6.6365645,True,,Rue Saint-Martin 3/5, 1000 Lausanne, Switzerland,aldi
2055,"Rte des Perveuils 2, 2074 Marin-Epagnier, Switzerland",migrolino,ChIJP9Tt-0wJjkcR00CH-OC8x0U,4.1,105.0,47.0128382,7.0085364,True,,Rte des Perveuils 2, 2074 Marin-Epagnier, Switzerland,migro
2056,"Av. des Collonges 12, 2520 La Neuveville, Switzerland",Coop Supermarché La Neuveville,ChIJqa3ws_IPjkcRTLnMjlAh8jg,3.8,231.0,47.0637427,7.0965872,True,,Av. des Collonges 12, 2520 La Neuveville, Switzerland,coop
2057,"Le Landeron Shop, Rue de Soleure 6d, 2525 Le Landeron, Switzerland",Volg grocery story le landeron,ChIJ9wJnbcgPjkcRHq2eisbwdIo,4.2,35.0,47.0549453,7.0665907,True,,Le Landeron Shop, Rue de Soleure 6d, 2525 Le Landeron,volg
2058,"Chem. des Vergers 20, 2520 La Neuveville, Switzerland",Migros Supermarkt,ChIJU7IblJEPjkcRcV3tEmSFAgM,3.9,168.0,47.0618707,7.088634900000001,True,,Chem. des Vergers 20, 2520 La Neuveville, Switzerland,migro
2059,"Rue de la Fleur-de-Lys 26, 2074 Marin-Epagnier, Switzerland",Migros Supermarché,ChIJ9zZStU0JjkcRljKG0C1RW5I,4.3,812.0,47.011913,7.007772,True,,Rue de la Fleur-de-Lys 26, 2074 Marin-Epagnier, Switzerland,migro
2060,"Fin de Mossard 3, 1796 Gurwolf, Switzerland",Lidl,ChIJOza_5E5tjkcRR2JNOuRz74Y,4.1,441.0,46.9168836,7.106434399999999,True,,Fin de Mossard 3, 1796 Gurwolf, Switzerland,lidl
2062,"Rte de Neuchâtel 44, 1588 Cudrefin, Switzerland",Denner Satellite Marché du Chablais SA,ChIJ-3kOcngNjkcRBKKoa1J_-rM,4.2,195.0,46.9592739,7.0272942,True,,Rte de Neuchâtel 44, 1588 Cudrefin, Switzerland,denner
2064,"Bubenbergstrasse 1, 3280 Murten, Switzerland",Coop Supermarkt Murten Stedtli,ChIJabUp2sUSjkcR3woB3JYMnRQ,4.0,471.0,46.9268898,7.1150523,True,,Bubenbergstrasse 1, 3280 Murten, Switzerland,coop
2071,"Rte du Péage 31a, 1786 Mont-Vully, Switzerland",migrolino,ChIJE2WrwZkAkEcR7-nkqDXziRw,4.3,161.0,46.9666148,7.123884800000001,True,,Rte du Péage 31a, 1786 Mont-Vully, Switzerland,migro
2078,"Löwenberg 54, 3280 Murten, Switzerland",Coop Supermarkt Murten Löwenberg K.,ChIJAQhYlHYTjkcRV1-o84hJczc,4.5,243.0,46.9377548,7.1433054,True,,Löwenberg 54, 3280 Murten, Switzerland,coop
2079,"Brünnenstrasse 118, 3018 Bern, Switzerland",Coop Supermarkt Bern Bümpliz,ChIJlWd_iyE5jkcRMVi8P_xcJLk,4.3,619.0,46.94147419999999,7.3915788,True,,Brünnenstrasse 118, 3018 Bern, Switzerland,coop
2087,"Holzackerstrasse 2, 4562 Biberist, Switzerland",Lidl Schweiz,ChIJyTxocz0ojkcRLJmH2n6IpQI,4.0,583.0,47.19037609999999,7.552172199999999,True,,Holzackerstrasse 2, 4562 Biberist, Switzerland,lidl
2091,"Bielstrasse 21, 3053 Münchenbuchsee, Switzerland",Coop Pronto Shop mit Tankstelle Münchenbuchsee,ChIJfXa6W-E6jkcRk3eHtfvHK0M,4.1,162.0,47.0265042,7.443771099999999,True,,Bielstrasse 21, 3053 Münchenbuchsee, Switzerland,coop
2092,"Sandstrasse 11a, 3302 Moosseedorf, Switzerland",Denner Partner,ChIJ9-JzkHgwjkcR7x0tbHFff5k,4.4,92.0,47.0152594,7.484123899999999,True,,Sandstrasse 11a, 3302 Moosseedorf, Switzerland,denner
2105,"3322 Urtenen-Schönbühl, Switzerland",Coop Outlet,ChIJ4Vgu9G8xjkcRQMAmkEEPqaY,4.2,163.0,47.0180912,7.501073300000001,False,,3322 Urtenen-Schönbühl, Switzerland,,coop
2106,"Sandstrasse 8, 3322 Urtenen-Schönbühl, Switzerland",Coop Pronto Shop mit Tankstelle Urtenen-Schönbühl,ChIJB-sfSm4wjkcRxPa3Jp7HqCE,4.4,147.0,47.0177416,7.501706199999999,True,,Sandstrasse 8, 3322 Urtenen-Schönbühl, Switzerland,coop
2108,"Industriestrasse 10, 3321, 3302 Urtenen-Schönbühl, Switzerland",Migros Take Away,ChIJjabP5HowjkcR1iONDiC2Kk0,3.8,45.0,47.0168824,7.492864099999999,True,,Industriestrasse 10, 3321, 3302 Urtenen-Schönbühl,migro
2112,"Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland",Migros Florissimo,ChIJT0UIqekxjkcRY6Fux8BvXnc,5.0,1.0,47.0170313,7.4927271,True,,Industriestrasse 10, 3321 Urtenen-Schönbühl, Switzerland,migro
2122,"Winkelriedstrasse 10, 3014 Bern, Switzerland",migrolino Bern Winkelried,ChIJ-9XmIfw5jkcRj3wDGv1S5hI,4.2,56.0,46.9656707,7.4656894,True,,Winkelriedstrasse 10, 3014 Bern, Switzerland,migro
2124,"Hauptstrasse 60-62, 4528 Zuchwil, Switzerland",Migros Supermarkt,ChIJI9n1it7XkUcRAeLrkYK7aqE,4.2,366.0,47.203481,7.56039,True,,Hauptstrasse 60-62, 4528 Zuchwil, Switzerland,migro
2125,"Hauptstrasse 21, 4562 Biberist, Switzerland",Migros Supermarkt,ChIJ81LDtzkojkcRdQilEXiR0Kk,4.3,359.0,47.183104,7.561767,True,,Hauptstrasse 21, 4562 Biberist, Switzerland,migro
