,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,operator,shop,wheelchair,geometry,bus,highway,public_transport,addr:city,addr:country,addr:postcode,addr:street,toilets:wheelchair,addr:suburb,contact:phone,nodes,building,addr:housename,addr:housenumber,branch,phone,alt_name,website,check_date:opening_hours,organic,source,wheelchair:description,level,opening_hours:covid19,post_box:location,payment:twint,kids_area,internet_access,internet_access:fee,description,emergency,emergency:phone,building:levels,delivery:covid19,indoor,room,source:opening_hours,takeaway,addr:place,check_date,entrance,start_date,amenity,capacity,fee,parking,access,operator:wikidata,name:en,layer,building:material,payment:cash,payment:credit_cards,payment:debit_cards,roof:colour,building:roof,payment:postfinance_card,surface,capacity:disabled,maxstay,roof:shape,roof:levels,park_ride,supervised,wikidata,lit,disused:shop,fixme,operator:type,payment:contactless,toilets,payment:coins,payment:notes,payment:telephone_cards,landuse,toilets:access,name:it,payment:maestro,smoking
229,node/597610054,597610054,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00,,supermarket,yes,POINT (9.6290194 47.4073439),,,,Widnau,,9443,Bahnhofstrasse,,,,,,,2,,+41 58 712 77 60,,https://filialen.migros.ch/de/migros-supermarkt-widnau-rhydorf-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,node/1116628655,1116628655,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:00-19:00; PH,Su off; Sa 07:00-17:00",,supermarket,,POINT (9.6564603 47.3858565),,,,,CH,,Hintere Kirchstrasse,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,node/1365283471,1365283471,node,Migros,Q680727,,,,,,Migros,,Migros,supermarket,yes,POINT (9.6513713 47.4500882),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,node/1845274474,1845274474,node,,,,,,,,Migros,,,,,POINT (9.5885324 47.4682761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,70,no,underground,customers,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,node/1845274478,1845274478,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:30-19:00; Sa 07:30-17:00,,supermarket,,POINT (9.5886872 47.4683901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,node/2095618278,2095618278,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:30-19:00; Sa 07:30-18:00; Su off,,supermarket,yes,POINT (9.5363312 47.4388833),,,,Heiden,,9410,Sonnentalstrasse,,,,,,,2,,+41 58 712 68 20,,https://filialen.migros.ch/de/migros-supermarkt-heiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,node/4470200077,4470200077,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off,Genossenschaft Migros Ostschweiz,supermarket,,POINT (9.5766952 47.4797204),,,,Thal,CH,9425,Wiesentalstrasse,,,,,,,4,Thal,,Migros Thal,https://filialen.migros.ch/de/migros-supermarkt-thal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,node/5109202521,5109202521,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,Migros,supermarket,,POINT (9.6504647 47.4500867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,node/5531520439,5531520439,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00;Sa 08:00-17:00,,supermarket,,POINT (9.6381797 47.4312051),,,,Au SG,CH,9434,Nollenhornstrasse,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,way/121078775,121078775,way,Migros,Q680727,en:Migros,,,,,Migros,,,supermarket,,"POLYGON ((9.563491 47.3157911, 9.5640756 47.3157562, 9.5640564 47.315618, 9.5640864 47.3154213, 9.5640264 47.3154143, 9.5640048 47.3152814, 9.5634399 47.3153086, 9.5634654 47.3155496, 9.563491 47.3157911))",,,,Oberriet,CH,9463,Staatsstrasse,,,,"[1356194496, 1356194495, 5805815110, 5805815109, 5805815108, 1356194472, 1356194480, 8614666881, 1356194496]",yes,,56,,,,,,,GeoImage.at;filialen.migros.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside
239,node/1212383406,1212383406,node,Migros,Q680727,en:Migros,,,,,Migros,,Migros Ostschweiz,supermarket,yes,POINT (9.5040703 47.1685984),,,,Schaan,LI,9494,Im Rösle,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,node/3292349968,3292349968,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:00-19:30; Sa 08:00-18:00,,supermarket,yes,POINT (9.5618886 46.9677982),,,,Landquart,CH,7302,Bahnhofstrasse,,,,,,,54,,+41587125900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,node/6453115183,6453115183,node,Migros,Q680727,en:Migros,,,,,Migros,,,supermarket,,POINT (9.5236964 47.2393916),,,,,,,Landstrasse,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,node/9798311255,9798311255,node,Migros,Q680727,,,,,,Migros,Mo-Fr 07:00-19:00; Sa 07:00-17:00; Su 08:00-17:00,,supermarket,,POINT (9.5254917 47.1087627),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,way/44368140,44368140,way,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:00-19:00; Sa 07:00-17:00,Micros,supermarket,,"POLYGON ((9.5014461 47.0036875, 9.5012376 47.0033886, 9.5014105 47.0033272, 9.5014366 47.0033595, 9.5014673 47.003395, 9.5016213 47.0036302, 9.5014461 47.0036875))",,,,,,,Bahnhofstrasse,,,,"[563881046, 563881047, 563881049, 563881050, 563881051, 563881052, 563881046]",apartments,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,1,,,,,,,,,,,,,,,,,
244,node/506065975,506065975,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.5275214 46.8516483),,,,Chur,CH,7000,Gäuggelistrasse,,,+41 81 256 52 11,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,node/797682885,797682885,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,yes,POINT (9.8381626 46.807355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,node/3292087340,3292087340,node,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,,supermarket,yes,POINT (9.5137281 46.8460758),,,,Chur,CH,7000,Pargherastrasse,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,node/3718116857,3718116857,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,yes,POINT (9.8326111 46.8016213),,,,Davos,CH,7270,Promenade,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,node/4537977467,4537977467,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:30-19:00; Sa 07:30-18:00,,supermarket,,POINT (9.8213755 46.7935149),,,,,CH,7270,Promenade,,,,,,,40,,,Migros Davos Rätia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,node/6010836383,6010836383,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (9.5348387 46.8714286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,node/6481587073,6481587073,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-18:00; Sa 08:00-18:00; Su 09:00-18:00,,supermarket,,POINT (9.543732 46.7778897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,node/8922195923,8922195923,node,Migros,Q680727,en:Migros,,,,,Migros,,,supermarket,,POINT (9.8740293 46.5309019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,way/322432266,322432266,way,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,,supermarket,yes,"POLYGON ((9.5209931 46.8576294, 9.5211102 46.8576795, 9.5210392 46.857757, 9.52106 46.8577659, 9.5209735 46.8578604, 9.520865 46.8578139, 9.520873 46.8578051, 9.5208436 46.8577925, 9.5209931 46.8576294))",,,,Chur,CH,7000,Ringstrasse,,,,"[3292030485, 3292030486, 3292030487, 3292030488, 3292030489, 3292030490, 3292030491, 3292030492, 3292030485]",yes,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
