,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,operator,shop,wheelchair,geometry,bus,highway,public_transport,addr:city,addr:country,addr:postcode,addr:street,toilets:wheelchair,addr:suburb,contact:phone,nodes,building,addr:housename,addr:housenumber,branch,phone,alt_name,website,check_date:opening_hours,organic,source,wheelchair:description,level,opening_hours:covid19,post_box:location,payment:twint,kids_area,internet_access,internet_access:fee,description,emergency,emergency:phone,building:levels,delivery:covid19,indoor,room,source:opening_hours,takeaway,addr:place,check_date,entrance,start_date,amenity,capacity,fee,parking,access,operator:wikidata,name:en,layer,building:material,payment:cash,payment:credit_cards,payment:debit_cards,roof:colour,building:roof,payment:postfinance_card,surface,capacity:disabled,maxstay,roof:shape,roof:levels,park_ride,supervised,wikidata,lit,disused:shop,fixme,operator:type,payment:contactless,toilets,payment:coins,payment:notes,payment:telephone_cards,landuse,toilets:access,name:it,payment:maestro,smoking
98,node/2228946682,2228946682,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5488069 47.3003679),,,,Rüschlikon,,8803,Zürcherstrasse,,,,,,,4,Rüschlikon Parkside,,Migros Parkside,https://filialen.migros.ch/de/migros-supermarkt-rueschlikon-parkside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,node/2289483628,2289483628,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.6191373 47.336624),,,,Zumikon,,8126,Dorfstrasse,,,,,,,17,Zumikon,,Migros Zumikon,https://filialen.migros.ch/de/migros-supermarkt-zumikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,node/2330421254,2330421254,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4875671 47.3882833),,,,Zürich,CH,8048,Altstetterstrasse,,,,,,,145,Zürich Altstetten Neumarkt,,Migros Altstetten Neumarkt (MMM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-altstetten-neumarkt,,,,,0;1,,,,,,,,,,,,area,,,,Neumarkt Altstetten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,node/2373827677,2373827677,node,,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Su 06:15-23:00,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5627402 47.4495018),,,,,,,,,,,,,,,,,Migros Flughafen,https://filialen.migros.ch/de/migros-supermarkt-zuerich-airport,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Migros Airport (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,node/2419669814,2419669814,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.5405201 47.5211702),,,,Bülach,,8180,Bahnhofstrasse,,,,,,,28,Bülach Sonnenhof,+41 44 864 40 10,Migros Sonnenhof (MM),https://filialen.migros.ch/de/migros-supermarkt-buelach-sonnenhof,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,node/2594028784,2594028784,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.9011135 47.5596697),,,,Frauenfeld,,8500,Zürcherstrasse,,,,,,,227,Frauenfeld Zeughausstrasse,,Migros Zeughausstrasse,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-zeughausstrasse,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,node/2639842919,2639842919,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.8961082 47.5570481),,,,Frauenfeld,,8500,Bahnhofplatz,,,,,,,70-72,Frauenfeld Passage,,Migros Frauenfeld (MM),https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-passage,2021-08-31,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,node/2757540857,2757540857,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7997978 47.3280334),,,,Wetzikon (ZH),,8620,Bahnhofstrasse,,,,,,,151,Wetzikon Züri-Oberland-Märt,,Migros Wetzikon ZH (MMM),https://filialen.migros.ch/de/migros-supermarkt-wetzikon-zueri-oberland-maert,2021-12-30,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,node/2859941184,2859941184,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.9147401 47.2748374),,,,Wald ZH,,8636,Bahnhofstrasse,,,,,,,22,Wald ZH,,Migros Wald ZH,https://filialen.migros.ch/de/migros-supermarkt-wald-zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,node/3077355645,3077355645,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,yes,POINT (8.6035456 47.4010731),,,,Dübendorf,CH,8600,Neugutstrasse,,,,,,,83,Dübendorf Hochbord,+41 44 820 43 01,Migros Dübendorf Hochbord,https://filialen.migros.ch/de/migros-supermarkt-duebendorf-hochbord-nord,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,node/3086649248,3086649248,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.46322 47.4084789),,,,Oberengstringen,,8102,,,,,,,,2,Oberengstringen,,Migros Oberengstringen,https://filialen.migros.ch/de/migros-supermarkt-oberengstringen,,,,,,,,,,,,,,,,,,,,,Zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,node/3381351765,3381351765,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.557843 47.4211326),,,,Opfikon,CH,8152,Thurgauerstrasse,,,,,,,106,Opfikon Glattpark,,Migros Glattpark,https://filialen.migros.ch/de/migros-supermarkt-opfikon-glattpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,node/3503429368,3503429368,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 07:00-19:00, Sa 08:00-16:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.5086792 47.3901062),,,,Zürich,CH,8005,Pfingstweidstrasse,,,,,,,101,Zürich Herdern,,Migros Herdern,https://filialen.migros.ch/de/migros-supermarkt-zuerich-herdern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,node/3566917455,3566917455,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.4378172 47.3960944),,,,Schlieren,,8952,Badenerstrasse,,,,,,,57,Schlieren Kesslerplatz,+41 44 730 18 11,Migros Schlieren Kesslerplatz,https://filialen.migros.ch/de/migros-supermarkt-schlieren-kesslerplatz,2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,node/3721143528,3721143528,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5190003 47.3359942),,,,Zürich,CH,8041,Leimbachstrasse,,,,,,,23,Zürich Leimbach-Sihlbogen,,Migros Leimbach Sihlbogen,https://filialen.migros.ch/de/migros-supermarkt-zuerich-leimbach-sihlbogen,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,node/3814073375,3814073375,node,,,,,,,,Migros,,Migros,,,POINT (8.564963 47.294172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,underground,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,node/3831772784,3831772784,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.7211532 47.4991633),,,,Winterthur,,8400,Strickerstrasse,,,,,,,3,Winterthur Neuwiesen,,Migros Neuwiesen (MMM),https://filialen.migros.ch/de/migros-supermarkt-winterthur-neuwiesen,,,,,1,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,node/4058248551,4058248551,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.73193 47.5001167),,,,Winterthur,,8400,Stadthausstrasse,,,,,,,31,Winterthur Obertor,,Migros Obertor,https://filialen.migros.ch/de/migros-supermarkt-winterthur-obertor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,node/4064880425,4064880425,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.9047377 47.5654921),,,,Frauenfeld,,8500,Langfeldstrasse,,,,,,,53a,Frauenfeld Multiplex,,Migros Multiplex,https://filialen.migros.ch/de/migros-supermarkt-frauenfeld-multiplex,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,node/4083585944,4083585944,node,,,,,,,,Migros,,,,,POINT (8.6912523 47.3025295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,node/4419872582,4419872582,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.8995983 47.4900683),,,,Aadorf,,8355,Bahnhofstrasse,,,,,,,2,Aadorf,,Migros Aadorf,https://filialen.migros.ch/de/migros-supermarkt-aadorf,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,node/4424654362,4424654362,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5404169 47.3782902),,,,Zürich,CH,8001,,,,,,,,,Zürich HB,,Migros Hauptbahnhof,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hauptbahnhof,,,,,-2,,,,,,,,,,,,yes,,,,"Hauptbahnhof, Halle Landesmuseum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,node/4424939155,4424939155,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 06:30-20:00; PH,Sa-Su 08:00-20:00",Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5394102 47.3770315),,,,Zürich,CH,8001,,,,,,,,,Zürich ShopVilleMärt,,Migros ShopVilleMärt,https://filialen.migros.ch/de/migros-supermarkt-zuerich-shopvillemaert,,,,,-1,,,,,,,,,,,,yes,,,,ShopVille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,node/4471606841,4471606841,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7717306 47.5042286),,,,Winterthur,,8409,Hintermühlenstrasse,,,,,,,4,Winterthur Hegi,,Migros Hegi,https://filialen.migros.ch/de/migros-supermarkt-winterthur-hegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,node/4816412575,4816412575,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.693819 47.5107051),,,,Winterthur,,8408,Lindenplatz,,,,,,,1,Winterthur Wülflingen,,Migros Wülflingen,https://filialen.migros.ch/de/migros-supermarkt-winterthur-wuelflingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,node/4827130190,4827130190,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.485718 47.3752033),,,,Zürich,CH,8047,Albisriederstrasse,,,,,,,363,Zürich Albisrieden-Pünt,,Migros Pünt Albisrieden,https://filialen.migros.ch/de/migros-supermarkt-zuerich-puent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,node/4827131028,4827131028,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5486931 47.3859928),,,,Zürich,CH,8006,Winterthurerstrasse,,,,,,,2-4,Zürich Rigiplatz,,Migros Rigiplatz,https://filialen.migros.ch/de/migros-supermarkt-zuerich-rigiplatz,2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,node/4916560819,4916560819,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.8615229 47.4983121),,,,Elgg,,8353,St. Gallerstrasse,,,,,,,16,Elgg,,Migros Elgg,https://filialen.migros.ch/de/migros-supermarkt-elgg,,,,,,,,,,,,,,,,,,,,,,,,2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,node/5274359340,5274359340,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-21:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5407826 47.5102979),,,,Bülach,,8180,Feldstrasse,,,,,,,85,Bülach Süd Center,,Migros Bülach Süd (MMM),https://filialen.migros.ch/de/migros-supermarkt-buelach-sued,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,node/5295431519,5295431519,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 06:30-20:00, Sa 06:30-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.8253509 47.3632596),,,,Hittnau,,8335,Jakob Stutz-Strasse,,,,,,,75,Hittnau,,Migros Hittnau,https://filialen.migros.ch/de/migros-supermarkt-hittnau,,,,,,,,,,,,,,,,,,,,,,,,2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,node/5791885768,5791885768,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5819748 47.3184585),,,,Küsnacht,,8700,Zürichstrasse,,,,,,,149,Küsnacht ZH,+41 44 914 20 80,Migros Küsnacht ZH,https://filialen.migros.ch/de/migros-supermarkt-kuesnacht-zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,node/6408618764,6408618764,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.9222307 47.5267259),,,,Matzingen,,9548,Frauenfelderstrasse,,,,,,,95,Matzingen,,Migros Matzingen,https://filialen.migros.ch/de/migros-supermarkt-matzingen,,,,,,,,,,,,,,,,,,,,,,,,2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,node/6444727818,6444727818,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5903618 47.3071178),,,,Erlenbach,,8703,Bahnhofstrasse,,,,,,,42,Erlenbach,,Migros Erlenbach,https://filialen.migros.ch/de/migros-supermarkt-erlenbach-erlibacher-maert,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,node/6445018241,6445018241,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4630252 47.368409),,,,Uitikon Waldegg,,8142,Zürcherstrasse,,,,,,,8,Uitikon Waldegg,,Migros Uitikon Waldegg,https://filialen.migros.ch/de/migros-supermarkt-uitikon-waldegg-2,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,node/6528175567,6528175567,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4348439 47.4007491),,,,Schlieren,,8952,Rietbachstrasse,,,,,,,14,Schlieren Rietbach,,Migros Rietbach (MM),https://filialen.migros.ch/de/migros-supermarkt-schlieren-rietbach,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,node/6551162306,6551162306,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5359062 47.3783949),,,,Zürich,CH,8001,,,,,,,,,Zürich HB Sihlquai,,Migros HB Sihlquai,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hb-sihlquai,,,,,-1,,,,,,,,,,,,yes,,,,"Hauptbahnhof, Passage Sihlquai",,,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,node/6587016679,6587016679,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5133669 47.5805116),,,,Eglisau,,8193,Bauelenzelgstrasse,,,,,,,16,Eglisau Nord,,Migros Eglisau Nord,https://filialen.migros.ch/de/migros-supermarkt-eglisau-nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,node/6714871321,6714871321,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.7574237 47.3065988),,,,Gossau (ZH),,8625,Im Zentrum,,,,,,,1,Gossau ZH,,Migros Gossau ZH,https://filialen.migros.ch/de/migros-supermarkt-gossau-zh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,node/7380954135,7380954135,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.6498136 47.5173965),,,,Pfungen,,8422,Weiacherstrasse,,,,,,,1,Pfungen,,Migros Pfungen,https://filialen.migros.ch/de/migros-supermarkt-pfungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,node/7503094045,7503094045,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.4688224 47.4312604),,,,Regensdorf,,8105,,,,,,,,,Regensdorf Zentrum,,Migros Regensdorf (MMM),https://filialen.migros.ch/de/migros-supermarkt-regensdorf-zentrum,,,,,,,,,,,,,,,,,,,,,Zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,node/7684812078,7684812078,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.7699768 47.4579651),,,,Kollbrunn,,8483,Tösstalstrasse,,,,,,,24,Kollbrunn,,Migros Kollbrunn,https://filialen.migros.ch/de/migros-supermarkt-kollbrunn,,,,,,,,,,,,,,,,,,,,,,,,2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,node/7711197327,7711197327,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.6806971 47.3881782),,,,Volketswil,,8604,Im Zentrum,,,,,,,18,Volketswil Zentrum,,Migros Volketswil (MM),https://filialen.migros.ch/de/migros-supermarkt-volketswil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,node/8286494178,8286494178,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5970455 47.3968758),,,,Dübendorf,,8600,Am Stadtrand,,,,,,,5,Dübendorf Stettbach,,Migros Stettbach,https://filialen.migros.ch/de/migros-supermarkt-duebendorf-stettbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,node/9040336565,9040336565,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Fr 07:30-20:00; Sa 08:00-18:00,,supermarket,yes,POINT (8.6992966 47.4773426),,,,Winterthur,,8406,Ziegeleiplatz,,,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,way/24253610,24253610,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.6452296 47.2685009, 8.6451014 47.2682648, 8.6451516 47.2682517, 8.6451841 47.2682432, 8.6451242 47.2681293, 8.6451314 47.268093, 8.6451411 47.2680604, 8.6456021 47.2681288, 8.6456688 47.2682516, 8.6457329 47.2683695, 8.6454196 47.2684513, 8.6452787 47.2684881, 8.6452296 47.2685009))",,,,Meilen,CH,8706,Rosengartenstrasse,,,,"[262594525, 2302476657, 2477927791, 2302476656, 2302476655, 1615995535, 1615995505, 262594529, 2392736289, 334293460, 2392736309, 2477927792, 262594525]",commercial,,10,Meilen,,Migros Meilen (MM),https://filialen.migros.ch/de/migros-supermarkt-meilen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,yes,yes,yes,grey,,,,,,,,,,,,,,,,,,,,,,,,
143,way/27844543,27844543,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.6293161 47.4424307, 8.6293402 47.4425822, 8.6296313 47.4425976, 8.6299771 47.4425623, 8.6302361 47.4425359, 8.6302152 47.4424305, 8.6301305 47.4423264, 8.6299813 47.4421431, 8.6299258 47.4420749, 8.6297064 47.4419862, 8.6295956 47.4421124, 8.6293161 47.4424307))",,,,Bassersdorf,,8303,Baltenswilerstrasse,,,,"[305705259, 4052329303, 305705261, 4310065656, 305705262, 4052329311, 4310065658, 4310065661, 4052329312, 305705263, 4310065659, 305705259]",commercial,,5a,Bassersdorf,,Migros Bassersdorf (MM),https://filialen.migros.ch/de/migros-supermarkt-bassersdorf,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,way/32958742,32958742,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,"POLYGON ((8.6912153 47.3027437, 8.6913292 47.3026371, 8.6912063 47.3025767, 8.6912523 47.3025295, 8.6913148 47.3024752, 8.6913562 47.3024956, 8.6915674 47.302298, 8.6917904 47.3024076, 8.6917648 47.3024316, 8.6919227 47.3025092, 8.6918178 47.3026074, 8.6919142 47.3026548, 8.6916385 47.3029127, 8.6915803 47.3029671, 8.6914454 47.3029008, 8.6914763 47.302872, 8.6912153 47.3027437))",,,,Egg b. Zürich,,8132,Gewerbestrasse,,,,"[371190723, 371190724, 371190725, 4083585944, 371190726, 371190727, 371190728, 1774670812, 1774670823, 371190730, 1774670854, 371190687, 371190686, 371190732, 1774670858, 1774670856, 371190723]",yes,,2,Egg bei Zürich,,Migros Egg (MM),https://filialen.migros.ch/de/migros-supermarkt-egg,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,way/36983118,36983118,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((8.8441495 47.4385789, 8.8445932 47.4387598, 8.8446062 47.4387452, 8.8446746 47.4387732, 8.8446993 47.4387455, 8.8449251 47.4384921, 8.8448586 47.438465, 8.8448738 47.4384479, 8.8445138 47.4383011, 8.8443806 47.4384505, 8.844295 47.4384156, 8.8441495 47.4385789))",,,,Turbenthal,,8488,Tösstalstrasse,,,,"[430050099, 430050100, 2994512584, 2994512587, 3126995664, 430050101, 2994512566, 2994512565, 2994512552, 430050103, 2994512561, 430050099]",yes,,54,Turbenthal,,Migros Turbenthal,https://filialen.migros.ch/de/migros-supermarkt-turbenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
